Movie Name,Release Date,Opening Day,Opening Weekend,End of Week 1,Lifetime
Aap Ka Surroor – The Moviee,29-Jun-07,1.79 Cr,5.25 Cr,8.04 Cr,12.43 Cr
Jhoom Barabar Jhoom,15-Jun-07,4.47 Cr,13.93 Cr,20.53 Cr,27.27 Cr
The Train,8-Jun-07,0.96 Cr,3.08 Cr,4.37 Cr,5.11 Cr
Shakalaka Boom Boom,4-Jun-07,1.29 Cr,4.04 Cr,5.68 Cr,6.78 Cr
Fool n Final,1-Jun-07,2.63 Cr,8.19 Cr,12.47 Cr,17.82 Cr
Cheeni Kum,25-May-07,1.00 Cr,3.97 Cr,6.75 Cr,17.30 Cr
Shootout At Lokhandwala,25-May-07,3.46 Cr,10.68 Cr,16.72 Cr,29.73 Cr
Life In A… Metro,11-May-07,0.87 Cr,3.52 Cr,6.23 Cr,15.83 Cr
Ta Ra Rum Pum,27-Apr-07,3.66 Cr,11.42 Cr,18.05 Cr,38.45 Cr
Kya Love Story Hai,20-Apr-07,0.60 Cr,1.89 Cr,2.59 Cr,2.90 Cr
Big Brother,13-Apr-07,0.82 Cr,2.42 Cr,3.50 Cr,4.94 Cr
Bheja Fry,13-Apr-07,0.27 Cr,1.22 Cr,2.41 Cr,8.98 Cr
Provoked,6-Apr-07,0.28 Cr,0.90 Cr,1.45 Cr,2.41 Cr
Namastey London,23-Mar-07,2.83 Cr,9.04 Cr,15.69 Cr,37.29 Cr
Just Married,16-Mar-07,0 Cr N.A,0 Cr N.A,3.24 Cr,4.17 Cr
Hattrick,16-Mar-07,0.93 Cr,2.91 Cr,4.03 Cr,4.81 Cr
Nishabd,2-Mar-07,1.15 Cr,3.73 Cr,5.46 Cr,7.53 Cr
Nehlle Pe Dehlla,2-Mar-07,0.67 Cr,1.95 Cr,2.76 Cr,3.29 Cr
Honeymoon Travels Pvt Ltd.,23-Feb-07,1.17 Cr,3.84 Cr,6.09 Cr,11.62 Cr
Eklavya – The Royal Guard,16-Feb-07,3.19 Cr,9.65 Cr,13.97 Cr,18.88 Cr
Black Friday,9-Feb-07,0.47 Cr,1.78 Cr,2.88 Cr,4.76 Cr
Traffic Signal,2-Feb-07,1.04 Cr,3.52 Cr,5.45 Cr,8.48 Cr
Salaam-E-Ishq,26-Jan-07,4.19 Cr,11.15 Cr,16.26 Cr,22.68 Cr
Risk,19-Jan-07,0.55 Cr,1.78 Cr,2.45 Cr,2.83 Cr
Guru,12-Jan-07,3.37 Cr,11.14 Cr,18.70 Cr,45.49 Cr
Ghajini,25-Dec-08,0 Cr N.A,0 Cr N.A,55.16 Cr,114 Cr
Jumbo,25-Dec-08,0.33 Cr,1.16 Cr,1.66 Cr,2.53 Cr
Rab Ne Bana Di Jodi,12-Dec-08,6.76 Cr,24.32 Cr,41.79 Cr,84.68 Cr
Dil Kabaddi,5-Dec-08,0.60 Cr,2.14 Cr,3.27 Cr,3.84 Cr
Oye Lucky! Lucky Oye!,28-Nov-08,0.70 Cr,2.97 Cr,4.63 Cr,6.72 Cr
Yuvvraaj,21-Nov-08,2.88 Cr,9.02 Cr,12.94 Cr,16.89 Cr
Dostana,14-Nov-08,5.29 Cr,17.53 Cr,26.74 Cr,44.38 Cr
Emi,7-Nov-08,1.03 Cr,3.35 Cr,4.71 Cr,5.03 Cr
Fashion,29-Oct-08,2.44 Cr,6.78 Cr,14.40 Cr,26.46 Cr
Golmaal Returns,29-Oct-08,5.89 Cr,17.56 Cr,33.90 Cr,51.12 Cr
Heroes,24-Oct-08,2.09 Cr,6.78 Cr,10.38 Cr,12.63 Cr
Roadside Romeo,24-Oct-08,0.66 Cr,2.25 Cr,3.39 Cr,4.54 Cr
Karzzzz,17-Oct-08,2.05 Cr,6.24 Cr,9.06 Cr,10.34 Cr
Hello,10-Oct-08,1.97 Cr,6.27 Cr,9.70 Cr,12.11 Cr
Kidnap,2-Oct-08,4.88 Cr,9.89 Cr,15.84 Cr,20.50 Cr
Drona,2-Oct-08,1.79 Cr,4.00 Cr,7.67 Cr,8.97 Cr
Welcome to Sajjanpur,19-Sep-08,1.13 Cr,4.19 Cr,6.42 Cr,9.81 Cr
1920,12-Sep-08,0.89 Cr,3.25 Cr,5.84 Cr,10.48 Cr
A Wednesday !,5-Sep-08,0.44 Cr,1.92 Cr,3.53 Cr,11.73 Cr
C Kkompany,29-Aug-08,0.73 Cr,2.28 Cr,3.14 Cr,3.49 Cr
Rock On!!,29-Aug-08,1.66 Cr,6.02 Cr,9.59 Cr,25.30 Cr
Phoonk,22-Aug-08,1.35 Cr,4.37 Cr,6.64 Cr,9.80 Cr
Mumbai Meri Jaan,22-Aug-08,0.44 Cr,1.57 Cr,2.44 Cr,3.54 Cr
God Tussi Great Ho,15-Aug-08,2.43 Cr,6.42 Cr,9.85 Cr,12.51 Cr
Bachna Ae Haseeno,15-Aug-08,4.87 Cr,13.15 Cr,20.07 Cr,36.19 Cr
Singh Is Kinng,8-Aug-08,7.24 Cr,25.53 Cr,39.38 Cr,67.91 Cr
Ugly Aur Pagli,1-Aug-08,1.32 Cr,4.53 Cr,6.68 Cr,7.13 Cr
Money Hai Toh Honey Hai,25-Jul-08,0.69 Cr,2.26 Cr,3.32 Cr,3.88 Cr
Mission Istaanbul,25-Jul-08,1.18 Cr,3.86 Cr,5.36 Cr,6.35 Cr
Kismat Konnection,18-Jul-08,3.41 Cr,11.45 Cr,16.81 Cr,22.77 Cr
Contract,18-Jul-08,0.58 Cr,1.90 Cr,2.54 Cr,2.66 Cr
Love Story 2050,4-Jul-08,2.03 Cr,6.72 Cr,9.73 Cr,11.01 Cr
Jaane Tu… Ya Jaane Na,4-Jul-08,3.45 Cr,12.21 Cr,21.01 Cr,55.62 Cr
Thoda Pyaar Thoda Magic,27-Jun-08,3.34 Cr,11.52 Cr,16.85 Cr,21.67 Cr
De Taali,20-Jun-08,1.50 Cr,4.83 Cr,7.26 Cr,8.49 Cr
Mere Baap Pehle Aap,13-Jun-08,2.77 Cr,9.96 Cr,15.27 Cr,22.71 Cr
Sarkar Raj,6-Jun-08,4.97 Cr,16.42 Cr,23.83 Cr,34.31 Cr
Jannat,16-May-08,2.64 Cr,8.97 Cr,14.24 Cr,30.10 Cr
Bhoothnath,9-May-08,2.45 Cr,8.64 Cr,13.62 Cr,23.89 Cr
Mr. White Mr. Black,2-May-08,0.55 Cr,1.78 Cr,2.49 Cr,2.81 Cr
Tashan,25-Apr-08,3.92 Cr,1.22 Cr,18.68 Cr,29.35 Cr
Krazzy 4,11-Apr-08,2.73 Cr,8.96 Cr,13.59 Cr,19.59 Cr
U Me Aur Hum,11-Apr-08,2.21 Cr,7.59 Cr,12.08 Cr,20.98 Cr
One Two Three,28-Mar-08,2.15 Cr,7.53 Cr,11.46 Cr,17.12 Cr
Race,21-Mar-08,6.32 Cr,21.06 Cr,33.33 Cr,60.83 Cr
Black & White,7-Mar-08,0.55 Cr,2.01 Cr,3.32 Cr,5.31 Cr
Jodhaa Akbar,15-Feb-08,3.81 Cr,13.32 Cr,21.83 Cr,56.04 Cr
Mithya,8-Feb-08,0.48 Cr,1.79 Cr,2.99 Cr,5.19 Cr
Sunday,25-Jan-08,2.31 Cr,7.78 Cr,12.03 Cr,20.30 Cr
Halla Bol,11-Jan-08,1.87 Cr,6.28 Cr,9.27 Cr,12.75 Cr
Bolo Raam,31-Dec-09,N.A. Cr,N.A. Cr,N.A. Cr,0.41 Cr
Accident on Hill Road,31-Dec-09,N.A. Cr,N.A. Cr,N.A. Cr,0.72 Cr
"Raat Gayi, Baat Gayi?",31-Dec-09,N.A. Cr,N.A. Cr,N.A. Cr,0.64 Cr
3 Idiots,25-Dec-09,12.78 Cr,40.65 Cr,79.07 Cr,202.95 Cr
World Cupp 2011,18-Dec-09,N.A. Cr,N.A. Cr,N.A. Cr,0.11 Cr
Paa,4-Dec-09,2.15 Cr,10.90 Cr,16.00 Cr,30.49 Cr
Radio,3-Dec-09,N.A. Cr,N.A. Cr,N.A. Cr,1.09 Cr
De Dana Dan,27-Nov-09,0 Cr N.A,21.37 Cr,34.31 Cr,48.01 Cr
Marega Salaa,20-Nov-09,N.A. Cr,N.A. Cr,N.A. Cr,0.13 Cr
Kurbaan,20-Nov-09,0 Cr N.A,11.43 Cr,17.34 Cr,27.09 Cr
Tum Mile,13-Nov-09,0 Cr N.A,5.75 Cr,9.24 Cr,9.28 Cr
Aao Wish Karein,13-Nov-09,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.02 Cr
2012 (English),12-Nov-09,0 Cr N.A,0 Cr N.A,0 Cr N.A,63.75 Cr
Rocket Singh – Salesman Of The Year,12-Nov-09,0 Cr N.A,8.60 Cr,13.81 Cr,16.55 Cr
Jail,6-Nov-09,0 Cr N.A,0 Cr N.A,0 Cr N.A,7.69 Cr
Ajab Prem Ki Ghazab Kahani,6-Nov-09,6.64 Cr,22.52 Cr,35.83 Cr,64.60 Cr
London Dreams,30-Oct-09,0 Cr N.A,14.60 Cr,23.36 Cr,28.96 Cr
Aladin,30-Oct-09,0 Cr N.A,2.93 Cr,4.69 Cr,5.82 Cr
Main Aurr Mrs Khanna,16-Oct-09,1.64 Cr,4.42 Cr,6.86 Cr,7.40 Cr
Blue,16-Oct-09,5.83 Cr,18.07 Cr,29.72 Cr,38.55 Cr
All The Best,16-Oct-09,1.82 Cr,12.38 Cr,22.14 Cr,41.41 Cr
Acid Factory,9-Oct-09,0.61 Cr,1.93 Cr,3.76 Cr,3.80 Cr
Short Kut – The Con is On,7-Oct-09,1.37 Cr,4.48 Cr,6.51 Cr,7.69 Cr
Do Knot Disturb,2-Oct-09,3.63 Cr,9.22 Cr,13.00 Cr,16.93 Cr
Wake Up Sid,2-Oct-09,3.66 Cr,10.42 Cr,15.68 Cr,27.95 Cr
What’s Your Raashee?,25-Sep-09,1.61 Cr,5.95 Cr,8.62 Cr,10.13 Cr
Dil Bole Hadippa!,18-Sep-09,3.42 Cr,11.82 Cr,17.59 Cr,23.35 Cr
Wanted,18-Sep-09,5.10 Cr,15.57 Cr,33.63 Cr,60.24 Cr
Aagey Se Right,4-Sep-09,0.52 Cr,1.71 Cr,2.57 Cr,3.04 Cr
Fox,4-Sep-09,0.59 Cr,1.81 Cr,2.52 Cr,2.87 Cr
Quick Gun Murugun,28-Aug-09,0.27 Cr,0.93 Cr,1.37 Cr,1.87 Cr
Daddy Cool,28-Aug-09,0.86 Cr,2.79 Cr,3.99 Cr,4.44 Cr
Life Partner,14-Aug-09,1.58 Cr,5.79 Cr,9.86 Cr,20.67 Cr
Kaminey,14-Aug-09,4.39 Cr,14.82 Cr,24.60 Cr,41.52 Cr
Agyaat,7-Aug-09,1.23 Cr,3.57 Cr,5.18 Cr,5.33 Cr
Teree Sang,7-Aug-09,0.31 Cr,1.08 Cr,1.69 Cr,1.97 Cr
Love Aaj Kal,31-Jul-09,8.02 Cr,27.86 Cr,42.80 Cr,66.56 Cr
Luck,24-Jul-09,3.71 Cr,11.18 Cr,16.49 Cr,21.03 Cr
Partner,20-Jul-09,5.38 Cr,16.57 Cr,27.74 Cr,60.05 Cr
Jashnn,17-Jul-09,0.61 Cr,1.88 Cr,2.69 Cr,2.84 Cr
Kambakkht Ishq,3-Jul-09,7.42 Cr,22.62 Cr,33.10 Cr,47.09 Cr
New York,26-Jun-09,5.62 Cr,17.42 Cr,27.36 Cr,45.39 Cr
Paying Guests,19-Jun-09,1.00 Cr,3.33 Cr,4.64 Cr,5.55 Cr
Kal Kissne Dekha,12-Jun-09,1.03 Cr,3.34 Cr,4.75 Cr,5.67 Cr
99,15-May-09,0.76 Cr,2.97 Cr,4.56 Cr,10.78 Cr
8×10 Tasveer,3-Apr-09,1.89 Cr,6.15 Cr,9.16 Cr,15.41 Cr
Ek – The Power of One,27-Mar-09,1.00 Cr,3.22 Cr,4.71 Cr,6.31 Cr
Aa Dekhen Zara,27-Mar-09,0.85 Cr,2.85 Cr,4.23 Cr,6.16 Cr
Aloo Chaat,20-Mar-09,0.56 Cr,2.00 Cr,3.11 Cr,4.86 Cr
Jai Veeru,13-Mar-09,0.59 Cr,1.73 Cr,2.48 Cr,2.79 Cr
Gulaal,13-Mar-09,0.75 Cr,2.29 Cr,3.33 Cr,4.31 Cr
13B,6-Mar-09,0.88 Cr,3.10 Cr,4.77 Cr,7.37 Cr
Dhoondte Reh Jaoge,6-Mar-09,0 Cr N.A,0 Cr N.A,4.74 Cr,6.30 Cr
Delhi-6,20-Feb-09,4.77 Cr,15.43 Cr,22.20 Cr,30.70 Cr
Billu,13-Feb-09,3.78 Cr,12.05 Cr,17.53 Cr,22.92 Cr
Dev D,6-Feb-09,1.34 Cr,5.34 Cr,8.47 Cr,15.30 Cr
Luck By Chance,30-Jan-09,1.72 Cr,5.97 Cr,9.16 Cr,12.25 Cr
Raaz – The Mystery Continues,23-Jan-09,3.95 Cr,11.92 Cr,19.58 Cr,25.50 Cr
Chandni Chowk To China,16-Jan-09,5.57 Cr,17.87 Cr,25.37 Cr,29.46 Cr
Trump Card,1-Jan-09,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.02 Cr
Love com,1-Jan-09,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.17 Cr
Raja Ki Aayegi Baaraat,1-Jan-09,0.17 Cr,0.56 Cr,0.97 Cr,3.15 Cr
Shaabash! You Can Do It,1-Jan-09,N.A. Cr,N.A. Cr,N.A. Cr,N.A. Cr
Ada… a way of life,31-Dec-10,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
Toonpur Ka Superrhero,24-Dec-10,N.A. Cr,1.40 Cr,2.37 Cr,3.55 Cr
Isi Life Mein,24-Dec-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.65 Cr
Tees Maar Khan,24-Dec-10,13.00 Cr,38.25 Cr,49.75 Cr,60.91 Cr
Kaalo,17-Dec-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.60 Cr
332 Mumbai To India,17-Dec-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.25 Cr
Mirch,17-Dec-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.89 Cr
Payback,17-Dec-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.25 Cr
No Problem,10-Dec-10,4.50 Cr,16.50 Cr,23.43 Cr,28.00 Cr
Band Baaja Baaraat,10-Dec-10,0.95 Cr,5.20 Cr,9.40 Cr,17.08 Cr
Phas Gaye Re Obama,3-Dec-10,0.22 Cr,1.20 Cr,2.05 Cr,2.45 Cr
Rakht Charitra – 2,3-Dec-10,N.A. Cr,N.A. Cr,N.A. Cr,3.86 Cr
Khelein Hum Jee Jaan Sey,3-Dec-10,0 Cr N.A,3.25 Cr,5.01 Cr,5.01 Cr
Khuda Kasam,26-Nov-10,0 Cr N.A,0.36 Cr,0.57 Cr,1.51 Cr
Allah Ke Banday,26-Nov-10,N.A. Cr,N.A. Cr,N.A. Cr,0.52 Cr
Spanish Beauty/A Beautiful Wife,26-Nov-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.06 Cr
Break Ke Baad,26-Nov-10,3.00 Cr,10.50 Cr,15.00 Cr,17.64 Cr
Hisss,22-Nov-10,N.A. Cr,N.A. Cr,N.A. Cr,7.21 Cr
Diwangi Ne Had Kar Di,19-Nov-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.10 Cr
Guzaarish,19-Nov-10,4.00 Cr,15.00 Cr,22.00 Cr,29.32 Cr
Shahrukh Bola Khoobsurat Hai Tu,19-Nov-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.11 Cr
Dunno Y Na Jaane Kyun…,12-Nov-10,N.A. Cr,N.A. Cr,N.A. Cr,0.05 Cr
Ramaa – The Saviour,12-Nov-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.15 Cr
A Flat,12-Nov-10,N.A. Cr,N.A. Cr,N.A. Cr,0.37 Cr
Golmaal 3,5-Nov-10,8.00 Cr,33.58 Cr,62.19 Cr,106.34 Cr
Action Replayy,5-Nov-10,2.75 Cr,16.75 Cr,23.40 Cr,29.06 Cr
Musaa,29-Oct-10,N.A. Cr,N.A. Cr,N.A. Cr,0.02 Cr
Nakshatra,29-Oct-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.16 Cr
Maalik Ek,29-Oct-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.05 Cr
Daayen Ya Baayen,29-Oct-10,N.A. Cr,N.A. Cr,N.A. Cr,0.04 Cr
Dus Tola,22-Oct-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.11 Cr
Rakht Charitra – I,22-Oct-10,N.A. Cr,N.A. Cr,N.A. Cr,9.04 Cr
Jhootha Hi Sahi,22-Oct-10,N.A. Cr,5.00 Cr,7.49 Cr,10.91 Cr
Kajraare,15-Oct-10,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
Aakrosh,15-Oct-10,0 Cr N.A,7.73 Cr,12.35 Cr,13.64 Cr
Knock Out,15-Oct-10,0 Cr N.A,3.91 Cr,6.28 Cr,7.17 Cr
Ramayana – The Epic,15-Oct-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.36 Cr
Do Dooni Chaar,8-Oct-10,N.A. Cr,N.A. Cr,N.A. Cr,4.32 Cr
Lava Kusa,8-Oct-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.20 Cr
Crook: It’s Good To Be Bad,8-Oct-10,0 Cr N.A,7.00 Cr,11.05 Cr,12.40 Cr
Khichdi – The Movie,1-Oct-10,0.75 Cr,3.58 Cr,5.04 Cr,5.10 Cr
Benny and Babloo,1-Oct-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,8.46 Cr
Robot,1-Oct-10,0 Cr N.A,7.74 Cr,12.37 Cr,23.84 Cr
Anjaana Anjaani,1-Oct-10,7.00 Cr,20.51 Cr,33.00 Cr,40.29 Cr
Life Express,17-Sep-10,N.A. Cr,N.A. Cr,N.A. Cr,0.05 Cr
For Real,17-Sep-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.08 Cr
Dabangg,10-Sep-10,14.50 Cr,48.50 Cr,81.00 Cr,138.88 Cr
The Film Emotional Atyachar,3-Sep-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.98 Cr
Mallika,3-Sep-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.01 Cr
We Are Family,2-Sep-10,2.70 Cr,14.20 Cr,17.86 Cr,21.64 Cr
Gumshuda,27-Aug-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.05 Cr
Geng – The Adventure Begins,27-Aug-10,N.A. Cr,N.A. Cr,N.A. Cr,0.02 Cr
Hello Darling,27-Aug-10,N.A. Cr,N.A. Cr,N.A. Cr,2.97 Cr
Antardwand,27-Aug-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.25 Cr
Soch Lo,27-Aug-10,N.A. Cr,N.A. Cr,N.A. Cr,0.05 Cr
Aashayein,27-Aug-10,N.A. Cr,1.25 Cr,2.05 Cr,2.54 Cr
Madholal Keep Walking,27-Aug-10,N.A. Cr,N.A. Cr,N.A. Cr,0.06 Cr
Kis Hudh Tak…,20-Aug-10,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
Lafangey Parindey,20-Aug-10,0 Cr N.A,10.50 Cr,17.25 Cr,21.77 Cr
And Once Again,20-Aug-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.12 Cr
PEEPLI [Live],13-Aug-10,0 Cr N.A,16.00 Cr,22.00 Cr,30.41 Cr
Help,13-Aug-10,0 Cr N.A,1.34 Cr,2.36 Cr,2.58 Cr
Aisha,6-Aug-10,3.65 Cr,13.43 Cr,17.40 Cr,17.55 Cr
Once Upon A Time In Mumbaai,30-Jul-10,6.05 Cr,22.01 Cr,34.20 Cr,55.47 Cr
Khatta Meetha,23-Jul-10,7.00 Cr,23.00 Cr,32.91 Cr,38.66 Cr
Lamhaa,16-Jul-10,N.A. Cr,6.00 Cr,8.45 Cr,9.08 Cr
Udaan,16-Jul-10,N.A. Cr,1.25 Cr,2.50 Cr,3.35 Cr
Tere Bin Laden,16-Jul-10,0.90 Cr,3.74 Cr,5.61 Cr,7.94 Cr
Milenge Milenge,9-Jul-10,2.24 Cr,7.54 Cr,10.45 Cr,11.00 Cr
Red Alert – The War Within,9-Jul-10,N.A. Cr,N.A. Cr,N.A. Cr,1.55 Cr
I Hate Luv Storys,2-Jul-10,7.00 Cr,23.00 Cr,33.13 Cr,43.17 Cr
Mr. Singh Mrs. Mehta,25-Jun-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.22 Cr
Krantiveer-The Revolution,25-Jun-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.76 Cr
www.Love.com,25-Jun-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.17 Cr
Raavan,18-Jun-10,0 Cr N.A,16.50 Cr,23.58 Cr,29.17 Cr
The Camp,11-Jun-10,N.A. Cr,N.A. Cr,N.A. Cr,0.05 Cr
Ek Second… Jo Zindagi Badal De?,11-Jun-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.23 Cr
Raajneeti,4-Jun-10,10.50 Cr,33.63 Cr,56.00 Cr,93.66 Cr
Ashok Chakra,28-May-10,N.A. Cr,N.A. Cr,N.A. Cr,0.05 Cr
Kites,21-May-10,10.40 Cr,30.50 Cr,40.90 Cr,49.27 Cr
Admissions Open,14-May-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.07 Cr
Vroom,14-May-10,N.A. Cr,N.A. Cr,N.A. Cr,0.06 Cr
Kushti,14-May-10,N.A. Cr,N.A. Cr,N.A. Cr,0.43 Cr
Bumm Bumm Bole,14-May-10,N.A. Cr,N.A. Cr,N.A. Cr,1.09 Cr
Bal Hanuman 2,14-May-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.25 Cr
Badmaash Company,7-May-10,0 Cr N.A,13.03 Cr,20.84 Cr,35.41 Cr
It’s a Wonderful Afterlife,7-May-10,N.A. Cr,N.A. Cr,N.A. Cr,1.09 Cr
Do Dilon Ke Khel Mein,6-May-10,N.A. Cr,N.A. Cr,N.A. Cr,0.03 Cr
Housefull,30-Apr-10,10.00 Cr,29.80 Cr,52.30 Cr,75.62 Cr
Chase,29-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.35 Cr
Kuchh Kariye,23-Apr-10,N.A. Cr,N.A. Cr,N.A. Cr,0.05 Cr
City Of Gold,23-Apr-10,N.A. Cr,N.A. Cr,N.A. Cr,2.01 Cr
Muskurake Dekh Zara,23-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.30 Cr
Apartment,23-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.21 Cr
Mumbai 118,23-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.11 Cr
Bird Idol,23-Apr-10,N.A. Cr,N.A. Cr,N.A. Cr,0.29 Cr
Paathshaala,16-Apr-10,N.A. Cr,5.25 Cr,8.35 Cr,21.62 Cr
Phoonk 2,16-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,7.50 Cr
Jaane Kahan Se Aayi Hai,9-Apr-10,0.00 Cr,2.00 Cr,3.22 Cr,4.57 Cr
The Japanese Wife,9-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.49 Cr
Prince,9-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,28.45 Cr
Tum Milo Toh Sahi,2-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.52 Cr
Sadiyaan,2-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.69 Cr
The Great Indian Butterfly,2-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.04 Cr
Pankh,2-Apr-10,0 Cr N.A,0.17 Cr,0.17 Cr,0.21 Cr
My Friend Ganesha 3,26-Mar-10,N.A. Cr,N.A. Cr,N.A. Cr,0.23 Cr
Well Done Abba,26-Mar-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.74 Cr
Prem Kaa Game,26-Mar-10,N.A. Cr,N.A. Cr,N.A. Cr,N.A. Cr
Hum Tum Aur Ghost,26-Mar-10,0 Cr N.A,2.50 Cr,0 Cr N.A,5.09 Cr
Mittal V/S Mittal,26-Mar-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.20 Cr
Lahore,19-Mar-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.05 Cr
Idiot Box,19-Mar-10,N.A. Cr,N.A. Cr,N.A. Cr,0.03 Cr
Shaapit,19-Mar-10,0 Cr N.A,0 Cr N.A,6.05 Cr,9.48 Cr
Love Sex Aur Dhokha,19-Mar-10,0 Cr N.A,4.25 Cr,6.40 Cr,9.78 Cr
Na Ghar Ke Na Ghaat Ke,12-Mar-10,N.A. Cr,N.A. Cr,N.A. Cr,0.82 Cr
Swaha,12-Mar-10,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
Right Yaaa Wrong,12-Mar-10,N.A. Cr,1.93 Cr,3.07 Cr,4.11 Cr
Hide & Seek,12-Mar-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.56 Cr
Atithi Tum Kab Jaoge?,5-Mar-10,0 Cr N.A,11.86 Cr,18.93 Cr,41.12 Cr
Rokkk,5-Mar-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.93 Cr
Thanks Maa,5-Mar-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.11 Cr
Hello Zindagi,5-Mar-10,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
Teen Patti,26-Feb-10,0 Cr N.A,3.84 Cr,6.11 Cr,6.77 Cr
Karthik Calling Karthik,26-Feb-10,0 Cr N.A,8.92 Cr,14.27 Cr,26.92 Cr
Toh Baat Pakki,19-Feb-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.24 Cr
Click,19-Feb-10,N.A. Cr,N.A. Cr,N.A. Cr,2.46 Cr
My Name Is Khan,12-Feb-10,8.00 Cr,30.00 Cr,48.45 Cr,82.52 Cr
"Road, Movie",5-Feb-10,N.A. Cr,0.83 Cr,1.32 Cr,2.23 Cr
Phaans – Ek Jasoos Ki Kahani,5-Feb-10,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
Striker,5-Feb-10,N.A. Cr,0.80 Cr,0.00 Cr,0.84 Cr
Rann,29-Jan-10,0 Cr N.A,4.73 Cr,7.55 Cr,7.85 Cr
Ishqiya,29-Jan-10,0 Cr N.A,9.33 Cr,13.22 Cr,28.55 Cr
Veer,22-Jan-10,7.00 Cr,19.57 Cr,31.82 Cr,46.00 Cr
Chance Pe Dance,15-Jan-10,N.A. Cr,6.00 Cr,9.55 Cr,20.62 Cr
Bhavnao Ko Samjho,15-Jan-10,N.A. Cr,N.A. Cr,N.A. Cr,0.02 Cr
Hello Hum Lallann Bol Rahe Hain,15-Jan-10,N.A. Cr,0.00 Cr,N.A. Cr,0.03 Cr
Mission 11 Jul,15-Jan-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.02 Cr
Dulha Mil Gaya,8-Jan-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.15 Cr
Pyaar Impossible,8-Jan-10,0 Cr N.A,2.96 Cr,4.75 Cr,6.27 Cr
Ek Aadat,30-Nov-09,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
Kya Yahi Sach Hai,30-Dec-11,0 Cr N.A,0 Cr N.A,0.19 Cr,0.20 Cr
Don Ke Baad Kaun?,23-Dec-11,N.A. Cr,N.A. Cr,N.A. Cr,0.06 Cr
Don 2,23-Dec-11,15.30 Cr,48.39 Cr,75.51 Cr,106.71 Cr
